ari.	claro.
Hapiy.	capturar. 
Sayay.	detener.
Chiqniy.	Detestar. 
Manu.	Deuda.  
Manukuq.	Deudor. 
Kutichiy.	Devolver.
Qullqi.	Dinero. 
Willaykachay.	Divulgar. 
Wiqsayuq.	Embarazada. 
sinkakuy.	Emborracharse.
Kuyaq.	Enamorado. 
Uyanchay.	Encarar. 
Tariy.	Encontrar. 
Manurqukuy.	Endeudarse.  
qipichiy.	Engañar.  
Piñay.	Enojarse. 
Piña.	Enojo.  
Uyanchay.	Enrostrar.  
Yawarchasq.	Ensangrentado. 
Pampay.	Enterrar.
Uyariy.	Escuchar. 
Warmi.	Esposa. 
Wikapay.	Expulsar. 
Wischuy.	Expulsar.
Huk suyu runa.	Extranjero.
Manukuy.	Fiarse. 
Hawa runa.	Foráneo.
Chinkakuq.	Fugitivo. 
Piñasqa.	Furioso.
Piñasqa.	rabioso.
Runakuna.	Gente.  
Kamachiy.	Gobernar. 
Maqay.	Golpear.
Qapariy.	Gritar. 
Kiriy.	Herir.
pani.	Hermana.
turi.	Hermano.
Churi.	Hijo.
Qari.	Hombre.
Wakcha.	Huérfano. 
Tapukuy.	Indagar. 
Llaqta runa.	Indígena. 
Mana huchayuq.	Inocente.
Kamiy.	Insultar.
kaminakuy.	Insultarse.
Kami.	Insulto.  
Tatichiy.	Interrumpir.
Sipas.	Joven.
Pampa Juez.	Juez de Paz. 
Pukllay.	Jugar.
Suwa.	Ladrón.
Kachariy.	Liberar.
Umalliq.	Líder.
Mama.	Madre.
Kamachikuy.	Mandar.
Qusa.	Marido.
Wañuchiy.	Matar.
runa wañuchiy.	Matar a una persona.
Llullakuy.	Mentir.
Llulla.	Mentira.
Manchay.	Miedo.
Muchuy.	Miseria.
Wañuy.	Morir.
Wañukuq.	Muerto.
Warmi.	Mujer.
sipas.	Mujer joven.
Yana.	Negro.
Willka.	Nieto.
Warmi warma.	Niña. 
Qari warma.	Niño.
Chiqniy.	Odiar.
chiqninakuy.	Odiarse.
Kamachi.	Orden.
Tayta.	Padre.
churyapakuq.	Padre soltero.
Taytamama.	Padres.
Llaqta.	País.
Llaqtamasi.	Paisano. 
Ayllu.	Pariente.
Haytay.	Patear.
Panyay.	Pegar.
qatikachay.	Perseguir. 
Runa.	Persona.
Mana imayuq.	Pobre.
Chanin.	Precio.
Tapuy.	Preguntar. 
Sayachi.	Prestado. 
Qispiy.	Progresar.
Runamasi.	Prójimo.  
Llaqta.	Pueblo.
Pusulluku.	Quemarse.
Allinpay.	Reconciliar. 
Allinpanakuy.	Reconciliarse.  
Sapa kuti huchapakuq.	Reincidente.
Willay.	Relatar. 
qaqchay.	Reprender.
Qaqchay.	Resondrar. 
Qullqisapa.	Rico.
Suway.	Robar.  
Puka.	Rojo. 
Paqu chukcha.	Rubio. 
Yawarchay.	Sangrar.
Runa pakay.	Secuestrar.
runa pakaq.	Secuestrador.
Masi.	Semejante. 
Tiyay.	Sentarse. 
Rakiy.	Separar. 
Rakikuy.	Separarse.
rakikuytam munani.	Quiero separarme. 
Mana yanayuq warmi.	Soltera. 
Mana yanayuq qari.	Soltero.
Llakiy.	Sufrir.
Sipikuq.	Suicida.  
Sipikuy.	Suicidarse. 
Hurquy.	Sustraer.
Rikuq.	Testigo. 
Allpa.	Tierra. 
Nanachiy.	Torturar.
Llamkay.	Trabajo.  
Minka.	Trabajo comunal.
Amachay.	Tranquilizar.
Qari.	Varón.  
Miyu.	Veneno. 
Qumir.	Verde. 
Kallpay.	Violar.
Wañuq qusayuq.	Viuda.
Kawsay.	Vivir.
Allichay.	Arreglar.
Allinpanakuy.	Reconciliarse.
Allinpay.	Reconciliar.
Allpa.	Tierra.
Allquchay.	Maltratar.
Amachay.	Pacificar.
Anqas.	Azul. 
anyanakuy.	reprender. 
Apay.	Llevar.
Apakuy.	Llevarse algo.
Asipayaq.	Burlón.
Asipayay.	Burlarse.
Awqa.	enemigo.
Chukcha.	Cabellos.
Churay.	Poner.
Churiay.	Engendrar. 
Churichakuy.	Adoptar.
Churyapakuq.	Padre soltero.
Hampiy.	Curar.
Hamutay.	Reflexionar.
Hamuy.	Venir.
Haytapay.	Dar varias patadas.
Hucha.	Culpa.
Hukpa.	Ajeno.
Kachariy.	Liberar.   
Kañay.	Quemar.
Kañasqa.	quemado.
Kuyaq.	amante.
Laqichusqa.	abofeteado.
Laqichurparin.	le abofeteó. 
Laqichusunki.	te abofetea.
Llamkay.	Trabajar.
Llamkamasi.	Colega. 
Llaqta.	Ciudad.
Llaqtamasi.	Compoblano.  
Llaqta runa.	Ciudadano.
Llaqtarunakuna.	ciudadanos. 
Lluqsiy.	Salir.
Machakuy.	Emborracharse.
Manukuq.	Deudor. 
Manukuy.	Fiarse. 
Manurqukuy.	Endeudarse.
Manusqa.	la deuda. 
Mañay.	Pedir.
Maqanakuy.	Pelearse.
Maqaq.	Agresor.
Maskaspa.	Buscando.
Millasqa.	Despreciado. 
Millay.	Despreciable.
Miyuy.	envenenar.
Miyusqa.	envenenado. 
Miyuwan.	con veneno. 
Muquy.	Engañar.
Muquq.	el que engaña.
Muqun.	le engaña.
Nakay.	Degollar.
Nanachisqa.	Torturado.
Nanachiy.	Atormentar.
Ñakakuy.	Arrepentirse.
Ñakarichiq.	Torturador. 
Ñakarichiy.	Torturar.
Pakay.	Esconder.
Pampachay.	Perdonar.
Pampay.	Enterrar.   
Paqariy.	Nacer.
Pinkakuy.	Estar avergonzado.
Piñay.	Molestarse.
Pisipay.	Cansarse.
Pituchakuy.	Arrepentirse. 
Puka.	rojo.
Pusay.	Llevar.
Pusullukuy.	Quemarse.
Pusullusqa.	Quemado.
Qapariy.	Gritar.
Qaqchay.	Resondrar.
Qapaqyay.	Enriquecerse.
Qaparin.	grita. 
Qullqi.	Dinero.
Qullqisapa.	Rico. 
Qullqiyuq.	Rico.
Qumir.	Verde.
Qusa.	Marido.
Quy.	Dar.
Rakiy.	Excluir.
Rakinakuy.	Separarse mutuamente.
Rantiq.	Comprador.
Rantiy.	Comprar.
Rikuq.	Testigo.
Rimay.	Hablar.
Riqsisqa.	Conocido.
Riqsiy.	Conocer.
Runa.	Persona.
Ruway.	Hacer.
Sinka.	Borracho. 
Sipas.	Mujer joven.
Sipikuq.	Suicida. 
Sipikuy.	Suicidarse.
Sullu.	Feto.
Sulluy.	Abortar.
Suti.	Nombre.
Suwaq.	Ladrón.
Suwa.	Ladrón.     
Suyay.	Esperar.
Tapuchiy.	Indagar. 
Tapun.	él pregunta. 
Tapuchkan.	está preguntando. 
Tapukuy.	preguntarse.
Taqanakuy.	Separarse. 
Tariy.	Encontrar.
Tatichiy.	Interrumpir.
Tayta.	Padre.
Taytamama.	Padres.
Tiyay.	Vivir.
Tumpay.	Echarle la culpa.
Umalliq.	Líder. 
Usuchisqa.	Despreciado. 
Usuchiy.	Despreciar. 
Uyanchay.	encarar.
Uyariy.	Escuchar.
Uywa.	Animales domésticos.
Uywanakuy.	Convivir.
Uyway.	Criar a los hijos.
Wachapakuq.	Madre soltera. 
Wakcha.	Huérfano.
Wañuchisqa.	Asesinado.
Wañuchiy.	Matar.
Wañunayay.	Agoniza.
Wañuq qusayuq.	Viuda.
Wañuy.	Morir.
Wañuy pata.	Agonía. 
Waqtay.	Golpear con un objeto. 
Warma.	Muchacho.
Warmiqari.	Pareja de esposos.
Waykay.	Pegar entre varios. 
Wikapay.	Expulsar.     
Willay.	Avisar.
Willaykachay.	Divulgar.
Willka.	Nieto.
Wiqsayuq.	Embarazada.  
Yachay.	conocer. Chutay.	jalar.
Chupa.	cola.
Choqllo.	choclo.
Chayna.	así.
Chhillpay.	desastillar. 
Chhulla.	rocío de la mañana.
Charki.	carne seca.
Chutu.	jeta.
Chutu.	Hocico.
Huñuy.	juntar. 
Hawa.	afuera.
Hapiy.	agarra.
Kamachiy.	ordenar.
Kausay.	vivir.
Kallpa.	fuerza. 
huk.	uno.    
Iskay.	Dos.
Kinsa.	Tres.
Tawa.	Cuatro.
Pisqa.	Cinco. 
Soqta.	Seis. 
Qanchis.	Siete.
Pusaq.	Ocho.
Esqon.	Nueve.
Chunka.	Diez.
Chunka hoqniyoq.	11. 
Chunka Iskayniyoq.	12.
Chunka kinsayoq.	13.
Chunka tawayoq.	14.
Chunka pisqayoq.	15. 
Chunka Soqtayoq.	16.
Chunka qanchisniyoq.	17.
Chunka Pusaqniyoq.	18. 
Chunka esqonniyoq.	19.
Iskay chunka.	20.
Iskay chunka hoqniyoq.	21. 
Esqon chunka esqonniyoq.	99.
Pachaq.	100.
Pachaq hokniyoq.	101.
Pachaq esqonniyoq.	199.
Esqon pachaq esqonniyoq.	999.
Waranqa.	Mil.
Ñaupaq ñeqe.	Primero. 
Iskay ñeqe.	Segundo. 
Kinsa ñeqe.	Tercero. 
Tawa ñeqe.	Cuarto. 
Pisqa ñeqe.	Quinto. 
Soqta ñeqe.	Sexto. 
Qanchis ñeqe.	Séptimo. 
Pusaq ñeqe.	Octavo. 
Esqon ñeqe.	Noveno.
Chunka ñeqe.	Décimo. 
Iskay chunka ñeqe.	Vigésimo. 
Kinsa chunka ñeqe.	Trigésimo. 
Tawa chunka ñeqe.	Cuadragésimo. 
Yachaywasi.	Colegio.
Yachaywasi.	escuela.
Yana.	Negro.
Yanapanakuy.	Ayudarse.
Yanapay.	Ayudar.
Yanqachay.	Depreciar. 
Yanqa tumpaq.	Calumniador. 
Yawarchakuy.	Sangrarse. 
Yawarchasqa.	Ensangrentado.
Yawarchay.	Sangrar.
Yupay.	Contar.
Yuraq.	Blanco.
Yuyay.	Recordar.
Hamauta.	Maestro. 
Uma.	Cabeza. 
Chukcha.	Cabello. 
Uma qara.	Cuero cabelludo.     
Sakaka.	Calavera. 
Uya.	Cara.
Rinri.	Oreja.
Ninri k’apachu.	Pabellón del oído. 
Qhechifra.	Pestañas. 
Ñawi qara.	Párpados.
Ñawi.	Ojo.
Ñawi ruru.	Pupila. 
Senqa.	Nariz.
Senqa t’oqo.	Fosas nasales.
Senqaq k’apan.	Cartílago nasal.
Senqa suphu.	Bello nasal. 
Qhoña.	Moco.   
Simi.	Boca. 
Lluch’a.	Encías.
Kiru.	Diente.
Qallu.	Lengua   
Tonqor.	Garganta.   
Samay.	Aliento.
Thoqay.	Saliva. 
Kunka.	Cuello.
Qhasqo.	Pecho. 
Wasa.	Espalda. 
Ñuñu.	Seno.
Rikra riqra.	Hombro. 
Wallwak’u.	Axila.
Wallwak’u suphu.	Bello axilar. 
Qowin.	Bíceps.
Maki.	Mano. 
Maki qocha.	Palma de la mano doblada.
Rauk’a.	Dedo. 
Sillu.	Uña. 
Moqo.	Rodilla. 
Wiksa.	Barriga. 
Muskhiy.	Oler. 
Soqro.	Esqueleto. 
Hanqara.	Cráneo. 
Ñosqon.	Seso.
Waqtan.	Costillas. 
Rijra tullu.	Clavícula.  
Maka tullu.	Húmero.  
Tullu.	Hueso.  
Kukupin.	Hígado.
Ñaupaq Mak’a tullukuna.	Radio y cúbito. 
Chaka tullu.	Fémur.
Chaki senqa tullu.	Canilla. 
Phillillo.	Rótula.
Teqnin tullu.	Iliaco.  
Waqtan tullu.	Costilla. 
Weqau.	Cintura.
Kapalli.	Plexo. 
Siki chupa.	Coxis. 
Teqnin.	Cadera. 
Wankalli.	Columna vertebral.
Chillan.	Ingle. 
ullu.	Pene. 
raka.	Vagina.
Raka K’akara.	Clitoris.  
Raka llika.	Himen.
Uthapin.	Matrìz.  
Siki.	Nalga.
Yawar.	Sangre. 
Yawar apariy.	Hemorragia.
Aycha.	Carne. 
Kiri.	Herida. 
Qelete.	Incordio. 
Qoyo.	Moretón.
Ñosqon.	Seso.
Sonqo.	Corazón.  
Sorqan.	Pulmón. 
Sirka.	Vena.  
Kukupin.	Hígado.  
Rurun.	Riñón.  
Phusun.	Estómago.       
Chunchul.	Intestino. 
Ñañu Chunchul.	Intestino delgado.  
Rakhu Chunchul.	Intestino grueso.  
Kayrapin.	Pancréas.
Hayaqe.	Bilis. 
Oqoti.	Recto.  
Siputi.	Ano.  
Hisp’ay puru.	Vejiga.
Qara.	Piel. 
Chilina.	Médula de la columna vertebral. 
Ñeqwi.	Médula.  
Hanku.	Tendón. 
Hunpi.	Sudor. 
Qella.	Cicatriz.
Soqo.	Cana. 
Tijti.	Verruga. 
Weqe.	Lágrima. 
Uju.	Tos. 
Chhulli.	Catarro. 
Wanthi.	Venérea. 
Sirka onqoy.	Várices.
Kuraq rukana.	Pulgar.  
Tuqsina rukana.	Índice.  
Chaupi rukana.	Dedo Mayor.  
Siwi rukana.	Anular.  
Huchuy rukana.	Meñique.
Pachakuna.	vestidos.      
Wara.	Pantalón. 
Lliqlla.	Manta.
Wala.	Poncho. 
Chunpi.	Cinturón.   
Chullu.	Gorro. 
Chuku.	Sombrero.   
Kusma.	Camisa. 
Husuta.	Sandalia.
Usuta.	Sandalia. 
Yanki.	Calzado.   
Llaqolla.	Capa. 
Ayllu.	Familia. 
Mama.	Mamá.     
Mamakuna.	Madres.     
Tayta.	Papá.  
Taytakuna.	Padres.
Hatun mama.	Abuela.
Hatun Tayta.	Abuelo.
Qosa.	Esposo.  
Qoya.	Esposa.
Churi qhari wawa.	El padre al hijo varón.
Kuraq churi.	Hijo mayor.
Wawakuna.	Hijos. 
Kuraq ususi.	Hija mayor.  
Ususikuna.	Hijas.
Willka.	Bisnieto.
Kuncha.	Sobrino.
Mulla.	Sobrina.  
Kiwachi.	Suegro.
Kisma.	Suegra.
Qatay.	Yerno.
Qhachun.	Nuera.
Hawa churi.	Hijastro.  
Hawa ususi.	Hijastra. 
Hawa tayta.	Padrastro.  
Hawa mama.	Madrastra.  
Wispa.	Gemelo.  
Yanay.	Novio.
Aylluy.	Parientes.  
Wawa.	Bebe.  
Warma.	Muchacha Casadera.   
Pasña.	Muchacha.
Wayna maqta.	Joven Varón.
Sipas pasña.	Joven Mujer.
Runa.	Hombre.  
Wakcha.	Huérfano.
Wasi.	Casa. 
Punku.	Puerta. 
Away.	Tejer.
Manka.	Olla.
Wislla.	Cucharón. 
Hatun wislla.	Cucharón grande.    
Huchuy wislla.	Cucharita. 
Qoncha.	Fogón.    
Uspha.	Ceniza. 
Qosñi.	Humo.    
Tiyana.	Silla. 
Hanpara.	Mesa.
Pichana.	Escoba. 
Qhechincha.	Hollín.                          
Qopa oqarina.	Recogedor de basura. 
Theqtina.	Sartén.   
Puku.	Plato. 
Tumi.	Cuchillo ceremonial.   
Kuchuna.	Cuchillo.
Puruña.	Lavador. 
Mijuna.	Comida.   
Ukyay.	Beber. 
Ukyana.	Bebida.   
Maran.	Batán.      
Llanta.	Leña. 
Lawa.	Crema salada.   
Chupi.	Sopa contundente. 
Loqloy.	Sorber.   
Upiy.	Sorber despacio. 
Waksi.	Vapor. 
Tinpu.	Sancochado. 
Tiyana.	Asiento.   
Hanpara.	Mesa. 
Kawitu.	Catre.   
Puyñu.	cántaro.
Hanpina wasi.	Hospital.   
Warayoq wasi.	Municipio.    
Inkill.	Parque.     
Qhatuy rantina wasi.	Tienda.   
Hanpi qhatuna wasi.	Farmacia.  
Qhorurunpa pujllay wasi.	Estadio.     
Taytachaq wasin.	Iglesia.     
Mijuy wasi.	Restaurante.   
Qelqa waqaychana wasi.	biblioteca.    
Pujllana marka.	Parque de recreo.    
Chujcha rutuna wasi.	Peluquería.      
Eamana kancha.	Estación.      
Qhatu panpa.	Mercado. 
Amachaque.	Abogado.
Paqtachaq.	Juez. 
Huchalliq.	Fiscal. 
Hanpi kamayoq.	Médico.
Hanpi kamayoq yanapaq.	Enfermero. 
Tujriy kamayoq.	Policía.
Amauta.	Maestro. 
Chaski runa.	Mensajero.
Killichaka.	Ingeniero. 
Nina thasnuq.	Bombero. 
Tanta ruwaq.	Panadero. 
Siray kamayoq.	Sastre.   
Chujcha rutuq.	Peluquero. 
Yupay kamayoq.	Contador. 
Thupaq.	Carpintero. 
Inkill llankaq.	jardinero. 
Qhatuq.	Vendedor.
Aqo.	Arena. 
Aqo panpa.	Arenal. 
Qhata.	Ladera. 
Ichhu.	Paja. 
Ichhu ichhu.	Pajonal.
Yarqha.	Acequia. 
Are.	Volcán. 
Lloqlla.	Aluvión. 
Machay.	Cueva.
Mayu.	Río.
Mayupata.	Rivera del río.
Qocha Pata.	Playa. 
Moqo.	Morro. 
Orqo.	Cerro. 
Orqo Mukuku.	cumbre.  
Pujyu.	Manantial. 
Phaqcha.	catarata. 
Phauchi.	Torrente de agua sobre piedras. 
Ponqo.	Pozo natural. 
Qaqa.	Peña. 
Qocha.	Laguna.
Qasa.	Abra. 
Wayqo.	Quebrada. 
Yunka.	Selva. 
Para.	Lluvia. 
Chijchi.	Granizo. 
Chhulla.	Rocío. 
Riti.	Nieve. 
Chullunku.	Hielo en caídas de agua. 
Alqo.	Perro. 
Waka.	Vaca. 
Llama.	Llama. 
Alpaka.	Alpaca.
Wikuña.	Vicuña.
Qowi.	Conejo. 
Ukuku.	Oso. 
Uturunku.	Tigre. 
Puma.	Puma. 
pichi.	gato. 
Khuchi.	Chancho.
Asnu.	burro.
Wanaku.	Guanaco.
Añas.	Zorrino. 
Atoq.	Zorro. 
Amaru.	Serpiente. 
Wallpa.	gallina. 
Kanka.	Gallo. 
Chiuchi.	Pollo. 
Kanka/utulo.	Gallo/sabio. 
Waswa.	Pato. 
Lluthu.	Perdiz. 
tuku.	Búho. 
Suri.	Avestruz. 
Kallacha.	Lorito.
Pariwana.	Pariguana. 
Suyuntu.	Gallinazo. 
Chayña.	Jilguero.
Anka.	Gavilán. 
Cheqollo.	Ruiseñor. 
Kukuli.	Torcaza.
Urpi.	Paloma. 
Pichinku.	Gorrión. 
Chiwaku.	Zorzal. 
Yutu.	Perdíz. 
Kullku.	Tórtola. 
Killichu.	Cernícalo. 
Qente.	Picaflor. 
Qellwa.	Gaviota. 
Leqecho.	Búho.
Kuntur.	Cóndor. 
Waman.	Halcón. 
Khallwa.	Golondrina. 
Wakamayu.	Papagayo.
Wankar.	Garza blanca.
Choseq.	Lechuza.
Akatanqa.	Escarabajo.
Pallayso.	Cucaracha.
Tankayllo.	Tábano.
Kachikachi.	Libélula. 
Chuspi.	Mosca.
Chujcha kutu.	Moscón. 
Tente.	Saltamonte. 
Qesqento.	Langosta cantora. 
Chilliku.	Grillo. 
Usa.	Piojo. 
Piki.	Pulga. 
Uru.	Araña. 
Itha.	piojo diminuto. 
Chiya.	Liendre. 
Thuta.	Polilla. 
Hamaku.	Garrapata. 
Pinchinkuru.	Luciérnaga. 
Sisi.	Hormiga. 
Wanwa.	Zancudo. 
Kuru.	Gusano. 
Papa.	Papa. 
Sara.	Maíz. 
Choqllo.	Choclo. 
Lisas.	Olluco. 
Oqa.	Oca. 
Kiwicha.	Quihuicha. 
Apichu.	Camote. 
palta.	Palta. 
Rumu.	Yuca. 
Hawas.	Habas. 
Chuño.	Chuño.
Kinuwa.	Quinua. 
Raqacha.	Virraca. 
Roqoto.	Rocoto. 
Uchu.	Ají. 
Mukura.	Ají silvestre. 
Qochayuyu.	alga de mar. 
Koka.	Coca. 
Inchis.	Maní. 
Sacha inchi.	Maní de árbol. 
Lakawiti.	Calabaza. 
Unkucha.	Uncucha. 
Oqhoruru.	Berros. 
Kachi.	Sal. 
Aycha.	Carne. 
Runtu.	Huevo. 
Hanka.	Tostado. 
Hayachiku.	Comida picante. 
Ñujñu.	Leche. 
Tinpu.	Puchero. 
Pesqe.	Quinua reventada. 
Muti.	Mote. 
Wallpa hilli.	Caldo de gallina. 
Uman hilli.	Caldo de cabeza. 
Intichay.	Domingo. 
Killachay.	Lunes. 
Atipachay.	Martes. 
Chaskachay.	Miércoles. 
Qoyllurchay.	Jueves. 
Illapachay.	Viernes. 
Kuychichay.	Sábado. 
Qontisuyo.	Región de la costa.
Antisuyo.	Región de la sierra. 
Chinchay suyo.	Región de la costa. 
Qolla Suyo.	Región del altiplano. 
Inti paqarina.	Este.
Inti chinkarina.	Oeste.  
Qayllarina.	Norte.
Qheparina.	Sur. 
Ruphay pacha.	Verano.  
Qasay pacha.	Invierno.  
Paukar waray mita.	Primavera. 
Aparkilla mita.	Otoño.
Qhapaq raymi.	Diciembre. 
Kamay raymi.	Enero. 
Hatun poqoy.	Febrero. 
Paukar wara.	Marzo. 
Ayriway.	Abril. 
Aymuray.	Mayo.  
Inti raymi.	Junio. 
Anta situwa.	Julio. 
Qhapaq situwa.	Agosto. 
Unu raymi.	Setiembre. 
Qoya raymi.	Octubre. 
Ayamarqay.	Noviembre.  
Kuskan muyu.	Semi círculo.  
Kinsa kuchu.	Triángulo. 
Tawa kuchu.	Cuadrado. 
Waska.	Rectángulo. 
Lunpu.	Ovoide.  
Muyu.	Círculo. 
Sayaq seqe.	Línea vertical.
Choqñi.	Lagañaso. 
Ñausa.	Ciego. 
Khiki.	Sarnanoso. 
Upa.	Sordo. 
Roqro.	Sordo.
Charchi.	Raquítico.
Wistu.	Rengo.
Khelli.	Sucio. 
Khuchi.	sucio. 
Hakllu.	Gago. 
Wikllu.	Boca torcida. 
Tanka.	bajo. 
Kíchi.	Retaco. 
Eqo.	Enano.
Tustu.	baja.
Kumu.	Agachado. 
Qhopo.	Jorobado. 
Kewi.	Torcido. 
Qella.	Ocioso. 
Thasta.	Dormilón.
Qecha.	Diarrea. 
Qechalli.	Majadero. 
Aka.	Excremento.
Akauya.	Malhumurado. 
Akasimi.	Grosero.
Supi.	Pedo. 
Siki.	Trasero.
Khunku.	Padrillo.
Lloqllo.	tonto.
Kumu.	Taimado.
Qoto.	Que tiene bocio.
Qechu.	Lumbago.
Qoyo siki.	trasero morado. 
Qea.	Pus.
Qea uya.	Cara con acné. 
Suytu uya.	Molesto.
Rakrapu.	Tragón. 
Qorso.	Bozarrón. 
Pharqa.	Voz ronca. 
Tanpa.	Despeinado.
Asna.	pestilente. 
Atoq.	Astuto. 
Suwa.	Ladrón. 
Llulla.	Mentiroso. 
Chachu.	moroso. 
Usasapa.	Piojoso. 
Chiyakama.	Lindroso. 
Leqe.	Flácido. 
Leqle.	descompuesto. 
Wapu.	Desafiante.
Asnu.	Burro. 
Wiksasapa.	barrigón. 
Raqra.	despistado. 
simi.	Boca.
Qafñu.	Abollado. 
Chipu.	Arrugado.  
Ñapu.	Flácido. 
Khasa.	Erupto. 
Saqey.	Abandonar.
Takiy.	Cantar.    
tusuy.	Bailar.        
Waqay.	Llorar.   
Pujllay.	Jugar.           
Saruchay.	Abatir.
Apichay.	Ablandar.      
Amatay.	Abolir.  
Cheqniy.	Aborrecer.     
Sulluy.	Abortar.   
Punkillikuy.	Abotagarse.    
Marqay.	Abrazar.
Kichay.	Abrir.       
Sinpiy.	Abrochar.  
Cheqniy.	Aborrecer.      
Pistuy.	Abrigar.    
Chonqay.	Absorber.      
Tukuy.	Acaba.     
Luluy.	Acariciar.      
Waylluy.	Amar.  
Astay.	Acarrear.      
Suyapakuy.	Acechar.  
Osqhaychay.	Acelerar.     
Chaskiy.	Aceptar.  
Achhuyachiy.	Acercar.     
Tunpay.	Achacar.   
Tastay.	Achatar.      
Haylliy.	Aclamar.   
Chuyanchay.	Aclarar.     
Manchachiy.	Acobardar.  
Llakichiy.	Acongojar.      
Huñuy.	Acopiar.   
Tinkiy.	Acoplar.     
Huchuyachiy.	Acortar.  
Qatikachay.	Acosar.      
Kiray.	Acostar.  
Yachakuy.	Acostumbrar.     
Taqey.	Acumular.                                                      
Tunpa.	Acusar.   
Manukuy.	Adeudarse.      
Kaskachiy.	Adherir.  
Yapay.	Adicionar.      
Watuy.	Adivinar.   
Paltay.	Adjuntar.      
Utirayay.	Admirar.  
Wawachakuy.	Adoptar.     
Munaychay.	Adornar.  
Hapipakuy.	Adueñarse.     
Llunkuy.	Adular.   
Rikuchiy.	Advertir.      
Pinqachiy.	Afear.  
Qemiy.	Afianzar.      
Ñawchiyachiy.	Afilar.  
Takyachiy.	Afirmar.      
Llakichiy.	Afligir.   
Wayayachiy.	Aflojar.      
Hapiy.	Agarrar. 
Pisipay.	Agotarse.     
Añanchay.	Agradecer.  
Hatunyachiy.	Agrandar.     
Maqay.	Agredir.   
Mukiy.	Ahogar.       
Toqoy.	Ahondar.  
Seqoy.	Ahorcar.      
Waqaychay.	Ahorrar.  
Taqay.	Aislar.       
Hawchay.	Ajar.   
Mat’iy.	Ajustar.      
Yupaychay.	Alabar.
Qorpachay.	Albergar.     
Kusikuy.	Alegrar.  
Karunchay.	Alejar.      
Kallpachay.	Alentar.   
Raphapapay.	Aletear.      
Wakiy.	Aliar.  
Wachuchay.	Alinear. 
Kamariy.	Alistar.  
Taqey.	Almacenar.     
Payqoy.	Almorzar.   
Qorpachay.	Alojar.      
Arinsay.	Alquilar.  
Seqachinakuy.	Altercar.     
K’anchachiy.	Alumbrar.   
Oqariy.	Alzar.       
Watay.	Amarrar. 
Taqllay.	Amasar.     
Manchachiy.	Amenazar.       
Puriy.	Andar.      
Qochachay.	Anegar.  
Q’esachakuy.	Anidar.      
Tutayay.	Anochecer. 
Ñaupariy.	Anteceder.       
Runtuy.	Aovar.  
Thasnuy.	Apagar.      
P’anay.	Apalear.                      
Masachakuy.	Aparear.     
Rikhurimuy.	Aparecer.  
Chaqey.	Apedrear.      
Llakiy.	Apenar.  
Asnay.	Apestar.      
Ñitinachiy.	Apiñar. 
Taqllakuy.	Aplaudir.      
Qhepachiy.	Aplazar.   
Sutiyay.	Apodar.      
Hallmay.	Aporcar.  
Qoy.	Dar.            
Misay.	Apostar.    
Qemiy.	Apoyar.  
Yachay.	Aprender.      
Hapiy.	Apresar.   
Osqhaychay.	Apresurar.     
Ñupuy.	Apretar.   
Haptay.	Apuñar.      
Toqsiy.	Apuntar.   
Haspiy.	Arañar.    
Yapuy.	Arar.     
Yauray.	Arder.       
Kutipakuy.	Argüir.  
Qapay.	Aromar.      
Saphinchay.	Arraigar. 
Tiray.	Arrancar.      
Taqmay.	Arrasar.    
Qatiy.	Arrear.       
Qechuy.	Arrebatar.  
Allichay.	Arreglar.      
Phawaykuy.	Arremeter.  
Chayamuy.	Arribar.       
Achhuyachiy.	Arrimar.  
Kuchuchay.	Arrinconar.     
Qonquriy.	Arrodillar. 
Qonqorikuy.	Arrodillarse.     
Chaqey.	Arrojar.   
Wikchuy.	Arrojar.     
Hauchay.	Arrugar.  
Thuniy.	Arruinar.      
Kankay.	Asar.   
Wichay.	Ascender.      
Llunpaychay.	Asear.  
Qemichay.	Asegurar.      
Rikchakuy.	Asemejar.  
Wañuchiy.	Asesinar.     
Amachay.	Asesorar.  
Mukiy.	Asfixiar.       
Hapiy.	Asir.   
Naqechiy.	Asolar.     
Samay.	Aspirar.   
Millakuy.	Asquear.     
Manchachiy.	Asustar.  
Harkay.	Atajar.      
Watay.	Atar.    
Thanquy.	Atarantar.      
Kachallichiy.	Ataviar. 
Uyarikuy.	Atender.      
Qaqchachiy.	Aterrorizar.  
Upayachiy.	Atontar.      
Ñakarichiy.	Atormentar.  
Hapiy.	Atrapar.      
Qhepachiy.	Atrasar.   
Chinpay.	Atravesar.      
Tunpay.	Atribuir. 
Umulliy.	Augurar.      
Yapay.	Aumentar.   
Hoqllanchay.	Aunar.      
Yanapay.	Auxiliar.   
Usachiy.	Avanzar.      
Wayrachiy.	Aventar.  
Pinqachiy.	Avergonzar.     
Tapupakuy.	Averiguar.  
Willa.	Avisar.       
Yanapay.	Ayudar.   
Sasiy.	Ayunar.       
Waqtay.	Azotar.  
Tusuy.	Bailar.       
Yapuy.	Barbechar.    
Pichay.	Barrer.       
Ukyay.	Beber.   
Wikchuy.	Botar.     
Urmay.	Caer.
Qoñichiy.	Calentar.      
Upallay.	Callarse.   
Takiy.	Cantar.      
Wesqay.	Cerrar.  
Waykuy.	Cocinar.      
Mikhuy.	Comer.  
Rantiy.	Comprar.      
